task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	d5/b25973	1847239	GENERATE:PREPARE_PROMPTS (ATG)	CACHED	0	2026-01-09 20:03:20.853	437ms	6ms	145.5%	0	0	65.9 KB	250 B
3	7d/b24eca	1847258	GENERATE:PREPARE_PROMPTS (GFP_cassette)	CACHED	0	2026-01-09 20:03:20.869	426ms	6ms	145.5%	0	0	93.5 KB	1.3 KB
6	0a/891429	1887250	GENERATE:SAMPLE_MODEL (UCL_CSSB_PlasmidGPT_GFP_cassette)	COMPLETED	0	2026-01-09 20:26:53.832	6.3s	5.6s	105.8%	1.2 GB	11.6 GB	130.6 MB	18 KB
4	3d/1ddfd1	1887208	GENERATE:SAMPLE_MODEL (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-09 20:26:53.808	6.4s	5.7s	112.0%	1.2 GB	11.6 GB	130.6 MB	14.5 KB
11	da/164474	1888510	QC:PRODIGAL (UCL_CSSB_PlasmidGPT_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:00.205	778ms	33ms	114.3%	3.4 MB	4.7 MB	99.6 KB	17.5 KB
14	46/a3e858	1888420	EVAL:COMPUTE_METRICS (UCL_CSSB_PlasmidGPT_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:00.151	1.7s	1.1s	149.4%	14.4 MB	19.3 MB	29.6 MB	4.1 KB
9	3d/12eb09	1888450	EVAL:MFE_CIRCULAR (UCL_CSSB_PlasmidGPT_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:00.165	1.8s	1.2s	134.3%	133.7 MB	2.5 GB	30 MB	4.2 KB
13	ca/311029	1888502	EVAL:KMER_DIVERGENCE (UCL_CSSB_PlasmidGPT_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:00.196	1.9s	1.2s	164.4%	122.8 MB	2.4 GB	29.4 MB	2.3 KB
12	63/6c698d	1889418	QC:FIND_REPEATS (UCL_CSSB_PlasmidGPT_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:00.991	1.6s	1s	286.5%	14.8 MB	19.2 MB	24.8 MB	3.2 KB
20	01/1cbf8c	1890102	QC:PRODIGAL (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-09 20:27:02.073	768ms	70ms	60.6%	3.4 MB	4.7 MB	94.5 KB	16.5 KB
17	1b/ccd451	1889948	QC:FIND_REPEATS (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-09 20:27:01.893	1.6s	988ms	274.1%	14.9 MB	19.2 MB	24.8 MB	3.1 KB
18	3c/0c4cb4	1890047	EVAL:COMPUTE_METRICS (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-09 20:27:02.039	1.7s	1.1s	170.1%	21.3 MB	2.2 GB	29.6 MB	3.5 KB
22	54/1fd013	1890667	EVAL:MFE_CIRCULAR (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-09 20:27:02.618	1.6s	1.1s	198.8%	134 MB	2.5 GB	30 MB	2.2 KB
10	66/af340d	1891071	QC:AMRFINDER (UCL_CSSB_PlasmidGPT_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:03.495	752ms	194ms	100.6%	7.6 MB	11.6 MB	858.8 KB	3.9 KB
15	70/55e716	1891621	QC:BLAST_ORI (UCL_CSSB_PlasmidGPT_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:04.259	775ms	137ms	125.6%	27.2 MB	114.4 MB	143.2 KB	315 B
8	79/48ff9a	1891614	QC:MOB_TYPER (UCL_CSSB_PlasmidGPT_GFP_cassette)	COMPLETED	0	2026-01-09 20:27:04.253	7.1s	6.5s	190.8%	360.5 MB	3.8 GB	44.5 MB	1.3 MB
21	79/372c70	1893820	QC:AMRFINDER (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-09 20:27:11.370	730ms	198ms	102.1%	7.7 MB	11.6 MB	854.3 KB	3.4 KB
19	fd/93b76e	1892177	QC:MOB_TYPER (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-09 20:27:05.039	7.1s	6.5s	191.3%	369.8 MB	3.9 GB	44.5 MB	1.3 MB
23	38/87657e	1894309	QC:AGGREGATE_ORI	COMPLETED	0	2026-01-09 20:27:12.109	977ms	437ms	358.8%	7.7 MB	12.5 MB	13.7 MB	276 B
5	3e/34b4e7	1887226	GENERATE:SAMPLE_MODEL (McClain_PlasmidGPT_RL_ATG)	COMPLETED	0	2026-01-09 20:26:53.823	20.2s	19.5s	102.7%	1.2 GB	16.2 GB	130.6 MB	834.1 KB
