task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	86/be52a1	2214908	GENERATE:PREPARE_PROMPTS (GFP_cassette)	COMPLETED	0	2026-01-10 00:46:07.291	585ms	6ms	145.5%	0	0	86.9 KB	3.8 KB
1	dc/a3376f	2214889	GENERATE:PREPARE_PROMPTS (ATG)	COMPLETED	0	2026-01-10 00:46:07.269	602ms	6ms	133.3%	0	0	65.9 KB	251 B
4	12/4d2a26	2215391	GENERATE:SAMPLE_MODEL (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-10 00:46:07.968	6.9s	6.2s	102.9%	1.1 GB	11.5 GB	130.6 MB	14.1 KB
12	4b/57536f	2216606	QC:PRODIGAL (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-10 00:46:14.864	756ms	44ms	85.1%	3.5 MB	4.7 MB	93.7 KB	15.3 KB
10	bd/45dc52	2216588	EVAL:COMPUTE_METRICS (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-10 00:46:14.850	1.8s	1.2s	157.3%	127.3 MB	2.4 GB	29.6 MB	51.7 KB
11	a9/f3aea1	2217270	EVAL:MFE_CIRCULAR (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-10 00:46:15.629	1.7s	1.2s	161.0%	133.7 MB	2.5 GB	30 MB	2.2 KB
9	63/110de4	2217642	EVAL:KMER_DIVERGENCE (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-10 00:46:16.625	1.9s	1.3s	157.2%	122.5 MB	2.4 GB	29.4 MB	1.9 KB
14	79/624195	2217939	QC:FIND_REPEATS (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-10 00:46:17.368	1.7s	1s	243.8%	16 MB	63.4 MB	24.8 MB	3.1 KB
13	80/81a482	2218601	QC:AMRFINDER (UCL_CSSB_PlasmidGPT_ATG)	COMPLETED	0	2026-01-10 00:46:19.047	776ms	203ms	100.3%	7.7 MB	11.6 MB	853.7 KB	3.4 KB
5	17/281f18	2215369	GENERATE:SAMPLE_MODEL (McClain_PlasmidGPT_RL_ATG)	COMPLETED	0	2026-01-10 00:46:07.959	13.1s	12.5s	105.7%	1.2 GB	12.2 GB	130.6 MB	308.4 KB
6	03/0681ee	2215360	GENERATE:SAMPLE_MODEL (UCL_CSSB_PlasmidGPT_GFP_cassette)	COMPLETED	0	2026-01-10 00:46:07.951	13.4s	12.8s	106.3%	1.2 GB	12.1 GB	130.6 MB	524.3 KB
