seq_75	ColE1	99.830	589	0.0	1058	6119	6707	13649	589	1	589
seq_75	ColE1	99.660	589	0.0	1054	11447	12035	13649	1	589	589
seq_75	ColE1	75.635	591	2.82e-110	397	2185	2730	13649	589	1	589
seq_75	Col440I_1__CP023920	94.737	114	3.94e-45	179	2421	2534	13649	1	114	114
seq_75	Col440I_1__CP023920	89.091	110	8.12e-35	145	11672	11781	13649	111	2	114
seq_75	Col440I_1__CP023920	89.091	110	8.12e-35	145	6373	6482	13649	2	111	114
seq_75	Col(pHAD28)_1__KU674895	93.966	116	1.37e-44	178	2382	2497	13649	1	116	131
seq_75	Col(pHAD28)_1__KU674895	89.313	131	1.67e-43	174	11691	11821	13649	131	1	131
seq_75	Col(pHAD28)_1__KU674895	89.313	131	1.67e-43	174	6333	6463	13649	1	131	131
seq_75	ColRNAI_1__DQ298019	87.023	131	4.49e-38	157	11691	11821	13649	130	1	130
seq_75	ColRNAI_1__DQ298019	87.023	131	4.49e-38	157	6333	6463	13649	1	130	130
seq_75	ColRNAI_1__DQ298019	84.733	131	2.83e-34	143	2382	2512	13649	1	130	130
